conv_index,model_type,decoding,context,knowledge,response,Avg Factual Correctness,Hallucination,Verifiable
243,GPT2-xlarge,nucleus,"A: Nagini is a name of lizard <br>B: What a cool name. I've read the Komodo dragon can reach up to 3 metres in length! <br>A: Is Komoda dragon a type of lizard specie? <br>B: It sure is, it's also known as the Komodo Monitor <br>A: Do you know how long they've been in existence? <br>","Lizard Lizards are a widespread group of squamate reptiles, with over 6,000 species, ranging across all continents except Antarctica, as well as most oceanic island chains.","I do not, but I do know that there are over 6,000 species of lizards in all continents except Antarctica!",0.833333333,No,y
1140,GPT2-xlarge,DBS,A: I drink protein powder with nothing but water. Before powders athletes in Greece ate meat and drank wine. <br>B: Oh that's cool. Did they do anything else interesting? <br>A: A lot of herbal concoctions were used to help with strength and stamina. <br>B: Were there any other herbal uses? <br>A: I'm not really sure. Bodybuilding has been around for a long time. Eugen Sandow was the first in the West. <br>B: Cool! Anything else you can tell me about Eugen Sandow? <br>,"Eugen Sandow He left Prussia in 1885 to avoid military service and traveled throughout Europe, becoming a circus athlete and adopting Eugen Sandow as his stage name.",He was a famous circus athlete.,0.833333333,No,y
1207,GPT2-small,DBS,"A: I drink protein powder with nothing but water <br>B: Really? Have you ever tried fish protein powder? Sounds gross, but its made for humans to drink. <br>A: Does it smells and taste good. Maybe I could give it a trial. I am trying to gain muscles here <br>B: I'm not sure? I do know it is put through a vigorous sanitation process.  It has to meet certain purity and functional aspects to be considered food grade. <br>A: Do you know the process it go through to be made <br>",Sustainable sanitation Sustainable sanitation is a sanitation system designed to meet certain criteria and to work well over the long-term.,"I am not sure, but I know that it is designed to work over long term.",0.666666667,Yes,y
1098,GPT2-medium,nucleus,"A: I work as an accountant, where I measure, process, and communicate financial information about economies to my employer and its clients. <br>B: Do you enjoy it? <br>A: As long as I get paid to be an accounting practitioner, I'll enjoy it, how about that? ;) <br>B: What is the average salary for that type of a position? <br>A: The 2016 median annual salary was $68,150, and this of course varies from state to state with different job markets. <br>B: Do you have to obtain a lot of education in order to get a job like this? <br>","Accounting Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.","Not really, I don't need to, I have been practicing since I was in high school. Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting",1.0,No,y
1448,GPT2-large,DBS,"A: i love hot dogs <br>B: Me to fresh off the grill with onions, ketchup and mustard it is delicious how do you like yours? <br>A: the same <br>B: I still like hot dogs even though hot dogs are made from caribou meat in Alaska. <br>A: there's all beef hotdogs <br>",Hot dog Hot dog variants include the corn dog and pig in a blanket.,There are also variants of hot dogs that include corn dogs and pigs in blankets.,1.0,No,y
1552,GPT2-large,beam search,A: Do you enjoy watching cheerleading? <br>B: yes i do because it is an event where cheer cheerleaders cheer  for their team as a form of encouragement. <br>A: Cheerleaders have to be pretty good athletes themselves. Many of them do all kinds of stunts! <br>B: Yes the activities can be chanting of  slogans to intense physical activity. <br>A: There are all sorts of national competitions for cheerleading as well. It has really changed a lot since I was a cheerleader years ago! <br>,"Cheerleading It can be performed to motivate sports teams, entertain the audience, or for competition.",It can also be used as a motivation for sports teams.,1.0,No,y
48,GPT2-large,nucleus,"A: i love dr pepper <br>B: Oh same, it's my favorite Dr Pepper is a carbonated soft drink <br>A: oh yea? its such a good soda <br>B: Oh yeah, I also like 7-Up,5 a brand of lemon-lime flavor <br>A: oh yea thats great too <br>","Dr Pepper The drink was created in the 1880s by pharmacist Charles Alderton in Waco, Texas and first served around 1885.","Dr Pepper was created in Waco, Texas",1.0,No,y
1199,GPT2-large,DBS,"A: I really enjoy a fun day of skiing! I don't do it competitively though. <br>B: water skiing or snow skiing? <br>A: Water skiing is my preferred type of skiing! I love being out on the water. <br>B: Oh ok what do they call it when you ski on one ski? <br>A: I'm not sure if I ever heard of skiing on only one ski, but I do know there is Asymmetrical skis that were used until 19th century Sweden. <br>B: Nice, I know very little about skiing what else can you tell me? <br>","Skiing Although modern skiing has evolved from beginnings in Scandinavia, it may have been practiced more than 100 centuries ago in what is now China, according to an interpretation of ancient paintings.",Well I can tell you that skiing has been around for 100 years in China.,0.666666667,No,y
29,GPT2-small,nucleus,"A: I have over 2000 autographs. <br>B: Really? Well, I know I wouldn't mind some autographs from famous celebrities. That's cool! <br>A: Autograph <br>B: You are a philography, which is the name for someone that enjoys collecting autographs, as you apparently do! <br>A: Yes, I have pretty much every movie stars autograph. <br>","Autograph What might be considered the oldest ""autograph"" is a Sumerian clay table from about 3100 BC which includes the name of the scribe Gar.Ama.","Well, I'm not sure if you have a favorite movie star, but I know that the oldest scribe Gar is a Sumerian clay table from around 3100 BC.",0.833333333,No,y
700,GPT2-large,DBS,"A: Hey there, are you a minecraft fan? <br>B: Minecraft is a video game designed by Swedish game designer named Markus Perrson that was later improved on by Mojang. It's super fun! <br>A: My nephew loves the game but I must admit that half the time I have no idea what he is doing. <br>B: Yeah my nephew loves it too. He spends half the day playing it. The part about building stuff allows players to build with cubes in a 3d environment. <br>A: Nice. I guess I'm not sure what the point of it is. Maybe that's why it's just a game. <br>","Minecraft Multiple gameplay modes are available, including a survival mode where the player must acquire resources to build the world and maintain health, a creative mode where players have unlimited resources to build with and the ability to fly, an adventure mode where players can play custom maps created by other players, and a spectator mode where players can freely move throughout a world without being affected by gravity or collisions.",I don't think so. There are so many different ways to play minecraft. You can play it in a survival or creative mode.,1.0,No,y
885,GPT2-small,DBS,"A: I love my pet parrot.  He is so funny to talk to. <br>B: I love them as much too. There are roughly 393 species in 92 genera <br>A: 393 species?!?!?!?!?  Can they all learn to talk? <br>B: yes, they are in 3 catergories, the true"" parrots, cockatoos and lastly New Zealand parrots <br>A: That's interesting.  I just love the way they can speak.  It makes them a little bit more personal than other pets. <br>","Parrot Parrots have a generally pantropical distribution with several species inhabiting temperate regions in the Southern Hemisphere, as well.","Yes, they do. Parrots are usually found in temperate areas in the southern hemisphere",1.0,No,y
