conv_index,dial_index,model_type,decoding,context,knowledge,response,Avg Factual Correctness,Hallucination,Verifiable
1860,1,GPT2-large,nucleus,"A: I love candy, what's a good brand? <br>B: Dylan's Candy Bar is a great brand of candy <br>A: Oh are they? What kind of candy is it? <br>B: Dylan's Candy Bar is a candy supplier <br>A: Oh I see, what kind of candy do they offer? <br>","It stocks 7,000 candies from around the world.","They have over 7,000 candies to choose from",0.833333333,No,y
1462,1,GPT2-small,beam search,"A: I am a big fan of Elvis Presley. He was regarded as one of the most significant cultural icons of the 20th century <br>B: I like his movies.  I can't think of the names of any of them right off. <br>A: I only know his music, like Heartbreak Hotel which was his first #1 hit <br>B: I believe he got his start in music by promoting African American songs. <br>A: He did, with his producer Sam Philips at Sun Records they wanted to bring African American music to a wider audience <br>B: I think Blue Suede Shoes is my favorite. <br>",Perkins recorded his song with the same title with similar music but an updated arrangement in 1956 for Sun Records.,The song was recorded in 1956 with Sun Records,1.0,No,y
857,6,GPT2-small,beam search,"A: I love to swim its a great form of exercise or even just recreation <br>B: I actually never learned to swim! <br>A: Humans can actually hold their breath underwater and swim with basic moves within weeks of birth <br>B: I didn't know that! So, theoretically, babies can swim? <br>A: yep it's just born response that we lose if not practiced I guess.  Swimming is actually among the top public  activities <br>B: I didn't know that either! It's not surprising though, so many people love the beach and pool. <br>","In regions where the barrier layer is present, stratification is stable because of strong buoyancy forcing associated with a fresh lens sitting on top of the water column.",yea there is a lot of stratification due to the presence of buoyancy,0.666666667,No,y
196,1,GPT2-xlarge,nucleus,"A: I am a big fan of education.  I think people don't realize how important it is <br>B: Sure, education is important since it facilitates learning and the acquisition of skills. <br>A: I always believed in the value of it.  Probably because I was raised my a household of teachers. <br>B: I see. Educational methods include discussion, storytelling, training, research. <br>A: Yes, all of which are essential and proven methods for reaching students.  Discussion is especially important <br>",A rough translation of it is to learn something new every day: the concept of Jemande personifies general knowledge.,I see. But some people think it is not sufficient to teach the general knowledge in school.,0.833333333,No,y
1391,1,GPT2-large,beam search,"A: Have you ever had candy from Dylan's Candy Bar? It's to die for! They're a chain of boutique candy shops! <br>B: I don't think I have heard of them. I should probably check them out since I love candy! <br>A: There are currently locations in New York City, East Hampton, Los Angeles, Chicago and Miami Beach! Are you by one of those locations? <br>B: Oh my, I am quite far from all these places. But I visit NYC every summer so I will check it out next time! <br>A: The flagship location is the New York City store on 60th Street and 3rd Avenue! It's considered a must-see for many tourists and celebrities! <br>B: I see, I wonder what sort of famous candy they sell to attract celebrities! <br>","She is the daughter of American fashion designer Ralph Lauren, and the owner of New York City's Dylan's Candy Bar, which claims to be the ""largest candy store in the world"".","I'm not sure, but I do know that the store is owned by Ralph Lauren.",0.333333333,Yes,y
379,1,GPT2-small,DBS,"A: I am dying to go on vacay to New York City, its the most populous city in the US <br>B: I have never been.  What do you recommend I do if I visit? <br>A: Go see the headquarters of the United Nations for sure <br>B: Wow!  That would be amazing to see!  Do you actually get to see delegates? <br>A: I am not sure but can you believe one city has 23.7 million residents? <br>B: l would never have guessed that many!  Aren't there a lot of good plays to see there? <br>","The city is today one of the world's leading business and cultural centers; entertainment, music, media, fashion, and the arts all contribute to its status as one of the world's major global cities.","Yes, there is a lot to see, entertainment and fashion",0.833333333,No,y
795,6,GPT2-small,DBS,"A: Pizza is a traditional Italian dish, do you like pizza? <br>B: I love Pizza, and I especially love Italian food. <br>A: Do you like your pizza with vegetables or meats? <br>B: Well I am vegetarian so definitely vegetables, I especially love fennel and arugula. <br>A: I love fennel also cause its from the carrot family. <br>B: Is it really? Do you know why it has a slight licorice taste? <br>",Liquorice (British English) or licorice (American English) ( ) is the root of Glycyrrhiza glabra from which a sweet flavour can be extracted.,I am not sure but I do know that it is derived from Glycyrhiza Glabra.,1.0,No,y
48,1,GPT2-large,DBS,"A: i love dr pepper <br>B: Oh same, it's my favorite Dr Pepper is a carbonated soft drink <br>A: oh yea? its such a good soda <br>B: Oh yeah, I also like 7-Up,5 a brand of lemon-lime flavor <br>A: oh yea thats great too <br>","The U.S. Patent Office recognizes December 1, 1885, as the first time Dr Pepper was served.",Dr Pepper was first served in December of 1885,1.0,No,y
1603,1,GPT2-small,nucleus,"A: Blue and yellow are beautiful colours but green is amazing, it's a mix of both! <br>B: Green is actually my favorite color! <br>A: I tend to change my favourite colours. Gendar, age and culture are a big influence on how people perceive colours. <br>B: Yeah that makes a lot of sense, when I was younger my favorite color was different. <br>A: Pink got the name from the flowers pinks. I'm not a big fan of flowers maybe thats why I am not a big fan of the colour itself. They are plants in the genus ""Dianthus"" <br>B: Interesting, what kind of flowers are they. <br>","The color pink is named after the flowers, pinks, flowering plants in the genus ""Dianthus,"" and derives from the frilled edge of the flowers.","The flowers are typically the green, yellow and purple. The names are derived from the frilled edge of the flowers.",0.5,Yes,y
104,1,GPT2-xlarge,nucleus,"A: Did you ever read 1984 in school? Pretty wild how often it comes up these days as feeling relevant -- even with it having been written in 1949 by Orwell. <br>B: Never heard of it. What is it about? <br>A: Well, it's the definition of dystopia. A society ruled by a privileged, elite party that persecutes individualism and independent thinking, which are regarded as ""thoughtcrimes"". <br>B: That sounds very interesting. I will have to check that out. <br>A: You'll suddenly realize *all* the references we have to it in popular culture. 1984 had the ""Thought Police"" that persecuted the ""thoughtcrimes"" -- and maybe you've heard Cheap Trick's song ""Dream Police""? That's just one example of influence. <br>B: That is very cool. I would love to hear more. <br>","James and his team developed the series as a study on the concept fame, and more specifically ""world fame"".","Well, what about James and his team? They did a study on the concept fame, and more specifically ""world fame"".",1.0,No,y
