conv_index,model_type,decoding,context,knowledge,response,Avg Factual Correctness,Hallucination,Verifiable
53,GPT2-small,nucleus,"A: I work as an accountant, where I measure, process, and communicate financial information about economies to my employer and its clients.<br>B: Do you enjoy it?<br>A: As long as I get paid to be an accounting practitioner, I'll enjoy it, how about that? ;)<br>B: What is the average salary for that type of a position?<br>A: The 2016 median annual salary was $68,150, and this of course varies from state to state with different job markets.<br>B: Do you have to obtain a lot of education in order to get a job like this?<br>","Accounting Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.","I don't, but I do know that accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.",1.0,No,n
54,GPT2-small,nucleus,"A: I am really interested in going into the accounting field, what can you tell me about it ?<br>B: Accounting is the measuring, processing, and communication of financial information about businesses and corporations. What makes you interested in it?<br>A: i like handling financial affairs and i think i would be good at helping others <br>B: Do you want to go into financial accounting, management accounting, tax accounting, or cost accounting?<br>A: management accounting seems like where its at right now<br>",Accounting The modern field was established by the Italian mathematician Luca Pacioli in 1494.,I think that modern accounting is where it is right now. It was established in 1494 by the Italian mathematician Luca Pacioli.,1.0,No,y
55,GPT2-small,nucleus,"A: Have you ever been to Ireland<br>B: No, I haven't been there - I understand that Ireland is an island in the North Atlantic.<br>A: I didn't realize that Ireland was Island<br>B: It is indeed an island!  And it is the third-largest island in Europe!<br>A: what else do you know about it<br>","Ireland The island has lush vegetation, a product of its mild but changeable climate which is free of extremes in temperature.","Well, I'm sure there is lots of vegetation there, so you can be sure that it has the right climate.",0.5,No,y
56,GPT2-small,nucleus,"A: im really getting into this new thing all the kids do.. its called online shopping or electornic commerce which allows consumers to directly buy goods or services from a seller over the internet using a web browser<br>B: Where do you shop online? I mostly use Ebay and Amazon.<br>A: i usually use the checkout line at walmart or target.  but consuers f ind a product of interest by visitng the interweb of the retailer directly nowadays.<br>B: I havent been to either store in a long time. Im not really a huge fan of Walmart.<br>A: well as of 2016, customers can shop online using a range of different computers and devices including desktop computers<br>B: I mostly shop with my laptop. I dont like using my android phone. I think at some point we wont have physical stores anymore.<br>","Online shopping When an online store is set up to enable businesses to buy from another businesses, the process is called business-to-business (B2B) online shopping.",I agree. Online shopping is so much easier.  I like that it is more convenient for businesses to buy from one another,0.5,No,n
57,GPT2-small,nucleus,"A: i love elvis!<br>B: Definitely Elvis Aaron Presley was a great musician and actor.<br>A: so you think he is dead?<br>B: Sure. I believe the ""King of Rock and Roll"" is dead. He is a huge cultural icon of the 20th century.<br>A: yeah hewas the king they say<br>","Elvis Presley Presley was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee, with his family when he was 13 years old.","He was born in Tupelo, Mississippi.",1.0,No,n
58,GPT2-small,nucleus,"A: Have you heard of the band Guns N' Roses? They are my favorite band ever<br>B: Sure the band was formed inn 1985 in  Los Angeles, California.  What is tour favorite album?<br>A: Id say my favorite is Appetite for destruction <br>B: Yes that is  good.  They have released six studio albums and sold more than 100 million records worldwide.<br>A: They are very popular, The band was formed by Rose’s band, Hollywood Rose, and Tracii Guns’s band, L.A. Guns, thats where they got their name from. <br>","Guns N' Roses Guns N' Roses has released six studio albums, accumulating sales of more than 100 million records worldwide, including 45 million in the United States, making them the 41st best-selling artist of all time.",Yes and they have released 6 studio albums including 45 million in the United States.,0.83,No,y
59,GPT2-small,nucleus,A: I love to hunt and kill animals for food<br>B: its a very big part of living and society<br>A: lawful hunting is different from poaching thpugh<br>B: oh yea i know it is<br>A: it could also be considered a means of pest control<br>B: oh yea so they dont have over population<br>,"Hunting It is also not considered hunting to pursue animals without intent to kill them, as in wildlife photography, birdwatching, or scientific research activities which involve tranquilizing or tagging of animals or birds.",it is not considered hunting to pursue animals without intent to kill them,0.67,No,n
60,GPT2-small,nucleus,"A: Tell me about John grisham<br>B: Where do I begin. He is a bestselling writer, attorney and politician. He's best known for is great legal thrillers.<br>A: Tell me about some of his thrillers<br>B: His very first  novel, ""A Time to Kill"" was published in June of 1989, 4 years after he started writing it.<br>A: Wow, was he educated in the Literary Arts?<br>",John Grisham He practiced criminal law for about a decade and served in the House of Representatives in Mississippi from January 1984 to September 1990.,Yes. He practiced criminal law for about a decade and served in the House of Representatives in Mississippi from January 1984 to September 1990.,1.0,No,y
61,GPT2-small,nucleus,"A: I love Goldendoodle dogs.  <br>B: Me too! I have owned 6 since 2001, They are such great dogs! my friends call me the goldendoodle expert lol. <br>A: Oh my gosh, six!  What are their best traits or characteristics?<br>B: Well The original idea of the cross breed of this dog was to develop guide dogs suitable for visually impaired individuals with really bad allergies so that makes them the perfect companion dog. <br>A: I had no idea they originated as guide dogs.  How interesting.<br>","Goldendoodle Their coats do not shed, which reduces dander.",They have a thick coat and are so thin that they shed less dander than most other dogs.,0.5,No,y
62,GPT2-small,nucleus,"A: Bowling is real popular in my area, I live around a lot of old people.<br>B: Oh that's funny, yeah it's a a fun leisure activity, do old people usually go bowling?<br>A: Yeah, its sort of an older persons activity like bingo, it's not so much that younger people cant do it, its just not the primary audience<br>B: That reminds me, have you ever heard of the band Let's Go Bowling? It's a ska band from California.<br>A: I love ska but surprisingly I've never heard of them, I have heard bowling for soup though lol<br>","Let's Go Bowling Let's Go Bowling has shared the stage with many diverse musical acts, including No Doubt, Pearl Jam, Goo Goo Dolls, Men at Work, The English Beat, Steel Pulse, Busta Rhymes, The Skatalites, Reel Big Fish, Reverend Horton Heat, Fishbone, The Untouchables, Cherry Poppin' Daddies, Tokyo Ska Paradise Orchestra, Moe., the Young Dubliners, and Shaggy.","I know it's a great show, The band is great, I know the crowd is diverse, but it's a good show, Do you have a favorite band?",0.33,No,n
